Hora;Mes;Hidraul;Eolica;Demanda;Ciclocomb;Cogener;Nuclear;Carbon;Clases
5;1;1441;9415.7;20801;1219.3;3358.3;7110.5;2782;0
6;1;1573;9480;20472.5;1055.3;3355.6;7110.5;2782;0
7;1;1737.6;9386;23668.7;893;3463.4;7110.5;4903.7;0
8;1;2789.4;9432.7;26164.5;1243.6;3576.7;7110.5;5810;1
9;1;3582.5;9302.6;27526;1283.6;3587.9;7110.5;5810;1
10;1;3908.7;8994.7;28125;1283.6;3576.6;7110.5;5860;1
11;1;3196.2;8656.2;28047.7;1283.6;3576.5;7110.5;5860;1
12;1;2635;8501.6;27901;1283.6;3568.8;7110.5;5960;0
13;1;2486.3;8586;27913.6;1283.6;3557.5;7110.5;5883.4;0
14;1;1879.4;8784.7;27420.2;1283.6;3510.7;7109.5;5552.8;0
15;1;1794.6;9075.5;26998.4;1236.6;3526.9;7110.5;5368.9;0
16;1;1794.8;9395.8;26382.3;1189.6;3539.3;7110.5;5155;0
17;1;1966.7;9753.9;26007.4;1236.6;3546.9;7110.5;5348.9;0
18;1;2920.9;10279;27168.6;1283.6;3605.2;7110.5;5910;0
19;1;3995.2;10663.2;28188.8;1308.9;3639.1;7110.5;5910;1
20;1;4280.3;11004.6;28835.1;1309.5;3628.5;7110.5;5910;1
21;1;3748;11101.6;28558.5;1283.6;3625.3;7110.5;5960;1
22;1;2028.9;11154.6;26258;898.6;3537.3;7110.5;5497.6;0
23;1;1649.6;10905.1;23239;898.6;3464.9;7110.5;3859;0
0;1;1504.3;10785.4;22453.2;847.6;3293.5;7106.9;3204;0
1;1;1401.8;10356.2;21935.2;846.6;3262.8;7106.9;3052;0
2;1;1478.5;9915.4;21396.8;775.6;3301.6;7107.9;3043;0
3;1;1441.7;9620.2;20757;625.6;3242.1;7107.9;3043;0
4;1;1439.7;9400.2;20541.2;625.6;3242.1;7106.9;3043;0
5;1;1439;9159.1;20428.8;625.6;3230.8;7107.9;3043;0
6;1;1577.8;9177.6;20978.7;625.6;3288.3;7108.9;3063;0
7;1;1731.5;9104.6;24261.8;625.6;3289.3;7107.9;4908.3;0
8;1;2293.5;8775;26785.1;1143.3;3369.7;7106.9;5820;0
9;1;3268.6;8358.8;27753.1;1338.3;3330.8;7108.9;5870;1
10;1;3432.2;7909.7;28368.9;1378.3;3375.5;7106.9;5870;1
11;1;2269.7;7690.3;28234.3;2195.6;3497;7108.9;5869.7;0
12;1;2112.2;7472.3;27959.1;2058.3;3525;7107.9;5632.8;0
13;1;2053;7225.4;28088.2;2195.3;3520.9;7104.9;5632.8;0
14;1;1930.6;6757.5;27591.5;2144.5;3528.7;7106.9;5632.8;0
15;1;1938.4;6356.9;27158.6;2352.4;3539.7;7105.9;5565.9;0
16;1;1972.5;6061.2;26470.6;2396.7;3596.3;7105.9;5547.8;0
17;1;2170.2;5824.3;26209.7;3404.4;3567.7;7107.9;5685;0
18;1;3992.5;5716.9;26868.5;3570.6;3629.5;7105.9;5800;1
19;1;4569.4;5541.4;27179;3573.1;3653;7106.9;5765;1
20;1;4817.6;5243.2;27625.3;3638.8;3652.8;7105.9;5765;1
21;1;4738.5;5094;27506.3;3581.4;3649.1;7105.9;5815;1
22;1;3861.1;4901.6;25322.3;3431.6;3633.9;7106.9;5815;1
23;1;2621.9;4713.9;23178.4;3130.6;3562.8;7105.9;5665;0
0;1;2339.3;4521.2;21255.1;1045.6;3315.1;7105.5;6155.9;1
1;1;1426.3;4522.5;19460.6;1006.6;3246.4;7106.5;5519.9;0
2;1;1357.7;4324.7;18133.7;1005.6;3280.6;7106.5;4603.5;0
3;1;1385.8;4251.1;17579.4;1005.6;3295.2;7105.5;4153.9;0
4;1;1403.5;4158.1;17347.2;1055.6;3273.2;7106.5;3986.1;0
5;1;1432.4;4019.3;17888;1185.6;3277.5;7105.5;4502.6;0
6;1;1752.2;3866.6;19952;1525.6;3377.3;7107.5;5836.4;0
7;1;2556.7;3806;24280.4;3290.6;3427.5;7105.5;6200;0
8;1;3461.3;3786.6;26747.5;4086.6;3482.8;7105.5;6147;1
9;1;3941.6;3589.1;27572.3;4086.6;3536.1;7107.5;6147;1
10;1;3855.1;3365.6;28083.7;4086.6;3520.2;7105.5;6147;1
11;1;2979.2;3201.2;28105;3959.1;3493;7106.5;6200;1
12;1;2770.1;2981.6;28030;4022.6;3483.7;7105.5;6200;1
13;1;2719.1;2872.8;28215.7;4034.2;3479.5;7102.5;6200;1
14;1;2554.6;2982.7;27539.2;3957.2;3506;7104.5;6200;1
15;1;2499.6;2979.3;27100.5;3984.2;3515.8;7103.5;6200;1
16;1;2504.4;3066.7;26440.6;3969.2;3517.2;7103.5;6200;1
17;1;2535.5;3303.6;25891.8;3981.4;3509;7104.5;6200;1
18;1;3477.2;3414.2;27153.3;4062.8;3558.5;7102.5;6147;1
19;1;4028.4;3674.2;27829.4;4036;3569.6;7105.5;6147;1
20;1;4286.3;3763.5;28383.5;4118.8;3579.3;7103.5;6147;1
21;1;3945.7;4058;28256.2;3936.6;3578.4;7104.5;6200;1
22;1;2810.3;4189.6;26098.1;2501.6;3562.8;7104.5;6159.3;1
23;1;2299.7;4100.7;23017.7;1399.4;3437.5;7104.5;6147;1
0;1;1978.2;3591.1;20418.8;1486.6;3235.8;7105.3;5814;0
1;1;1431;3664.6;18579.3;1412.3;3181.4;7106.3;5284.4;0
2;1;1450.5;3419.9;17494.9;1365.6;3151.5;7106.3;4322.6;0
3;1;1433.6;3521.9;16930;1330.6;3248.9;7104.3;3666.4;0
4;1;1459.3;3721.5;16911.4;1330.6;3238.9;7106.3;3609.4;0
5;1;1447.4;3940.7;17593.7;1330.6;3223.7;7106.3;3689.4;0
6;1;1530.8;4117.1;20050.4;1576.6;3241.5;7107.3;4958.9;0
7;1;2346.6;4561.3;25037.3;2011.6;3288.4;7105.3;5500;0
8;1;3294.2;4960.4;27748.4;3262.8;3598.9;7105.3;5330;1
9;1;3557.9;5168.3;28378.5;3348.2;3603.4;7107.3;5330;1
10;1;3492.5;5294.7;28630.2;3348.2;3572.7;7105.3;5330;0
11;1;2743;5523.9;28834;3337.8;3501.5;7107.3;5330;0
12;1;2299.7;5895.4;28266.1;3043.2;3523.3;7106.3;5330;0
13;1;2006.3;6170.1;28376.4;2970.6;3517.3;7103.3;5327.8;0
14;1;1687.7;6452.1;27667.6;2324.7;3514.3;7105.3;5132.8;0
15;1;1597.3;6848.4;27486;2245.8;3531.3;7103.3;4998.9;0
16;1;1570.7;6953.4;26959.4;2254.3;3531.7;7104.3;4998.9;0
17;1;1656.7;7055.4;26533.5;2538.5;3537.7;7105.3;5132.8;0
18;1;2588;7089.2;26928.2;3161;3553.5;7104.3;5500;0
19;1;3176.2;7031.9;27565.8;3161;3630.5;7105.3;5500;1
20;1;3291.7;6996.2;27735.3;3161;3634.4;7103.3;5500;1
21;1;3202.4;7179.2;27299.3;3011;3636.4;7105.3;5500;0
22;1;2795.4;6949.6;25351.2;1743.7;3423.5;7104.3;5500;0
23;1;1873.1;7084.3;23411.1;1633.7;3334.2;7105.3;5450;0
0;1;1791.9;7080.3;20612.9;1447.6;3253;7105.5;3391.6;0
1;1;1296.7;7274.8;18982.8;1484.8;3273.6;7106.5;2396.3;0
2;1;1056.7;7356.9;18054.2;1449;3264.7;7106.5;1529.6;0
3;1;884.6;7470.7;17615.4;1063.6;3255.2;7106.5;1289.6;0
4;1;884.6;7656.4;17849.2;1063.6;3259.2;7106.5;1289.6;0
5;1;884.6;7845.4;17959.3;1063.6;3237.2;7106.5;1289.6;0
6;1;882.6;8017;18075.4;1098.5;3214.3;7107.5;1289.6;0
7;1;900.7;8341.2;18132.6;1063.6;3247.4;7106.5;1289.6;0
8;1;1222;8457.4;19108.2;1063.6;3272.9;7105.5;1289.6;0
9;1;1613.8;8852.2;20916.6;788.4;3287.3;7107.5;1816;0
10;1;2076.9;8949.6;22897;789.3;3278.4;7106.5;1816;0
11;1;1870.3;9284.1;24118.7;781.6;3280;7107.5;1889.3;0
12;1;1438.3;9451.4;24348.1;787.2;3269.9;7106.5;1861.4;0
13;1;1346.2;10105.2;25011.8;788.4;3247.8;7104.5;1866;0
14;1;1092.8;10602.3;24943;773;3208.5;7103.5;1581;0
15;1;1075;11067.6;24730.9;803.8;3204.6;7103.5;1326;0
16;1;1071;11491.8;24080.4;834.6;3217.2;7104.5;1276;0
17;1;1075.8;11890.8;22621.8;925.7;3214.1;7104.5;1226;0
18;1;1226.6;12187.3;23870.2;1140.7;3182.2;7103.5;1926;0
19;1;1866.1;12529.7;24710.5;1140.7;3196.4;7104.5;1926;0
20;1;1904.2;12635.7;25173.6;1140.7;3198.9;7104.5;1976;0
21;1;1819.3;12750.2;25113.6;1140.7;3201.1;7104.5;1976;0
22;1;1303.1;12561;23835.6;1140.7;3182.4;7105.5;1651;0
23;1;1051.9;12397.9;22208.2;1140.7;3160.1;7105.5;1396;0
0;1;1309.3;12071.9;20681;923;3189;7105.1;901.6;0
1;1;1154.2;11651;20158.8;943;3150.1;7105.1;901.6;0
2;1;981.8;11268.7;19337.6;873.7;3158.9;7106.1;901.6;0
3;1;895.1;10962.6;18989.2;773;3150.5;7105.1;836.6;0
4;1;884.8;10544.4;19256.4;773;3030.9;7105.1;836.6;0
5;1;909.7;10326.3;18969.1;773;3150.5;7106.1;836.6;0
6;1;941.4;10204.6;18746.2;773;3153.8;7107.1;836.6;0
7;1;919.8;9938.4;18930.3;773;3209.4;7105.1;836.6;0
8;1;1004.9;9617.8;18696.7;773;3231.6;7106.1;836.6;0
9;1;1124.7;9582.9;18912.2;943.4;3257;7107.1;836.6;0
10;1;1207.5;9453.1;19850.9;803.8;3193.2;7105.1;716;0
11;1;1208.5;9631.9;21313;792.6;3196.9;7106.1;781;0
12;1;1193.5;9653.3;21885.2;803.8;3172.9;7106.1;781;0
13;1;1142.6;9895.1;22421.9;788.4;3176.6;7103.1;831;0
14;1;1048.9;9912.4;22380.2;803.8;3171;7103.1;781;0
15;1;1056.6;9619.2;21735.4;1065.2;3225.7;7103.1;781;0
16;1;1053.5;9332.4;20960.4;973.2;3227.7;7103.1;781;0
17;1;1044.1;9268.1;19895.4;788.4;3165.1;7105.1;781;0
18;1;1751.2;9268.7;20704.3;788.4;3206.9;7102.1;951;0
19;1;2901.7;9244.7;21626.6;773;3184.3;7104.1;951;1
20;1;3970.5;9208.3;23020.7;773;3190.1;7104.1;951;1
21;1;4098.5;9194.4;22926.1;773;3194.5;7104.1;951;1
22;1;3673.3;8948;21662.8;773;3205.8;7104.1;1001;1
23;1;2071.5;8837.3;19627.2;773;3214.1;7104.1;951;0
0;1;1301.5;8075.5;18762.6;738;3221.3;7105.1;1925;0
1;1;1010.1;7968.4;17948.8;658.8;3202.8;7106.1;1552.4;0
2;1;1082.6;8196.1;17856.5;738;3270.4;7107.1;1260;0
3;1;1061.1;8183.9;17900.5;753;3265;7105.1;1330;0
4;1;1030.7;8147.8;18198.9;768;3260.9;7107.1;1686;0
5;1;1046;8091.7;18322;788;3268.8;7106.1;2056;0
6;1;1053.5;7661.4;18854.4;837.1;3218.9;7108.1;2609.4;0
7;1;1327.1;7772.2;23405.6;1538;3354.5;7106.1;3860;0
8;1;2070;7436.5;26069.5;2606.1;3497.3;7106.1;4491;0
9;1;2515.5;7036.3;27120.3;2742;3490.4;7107.1;4760;1
10;1;2765;6618;27431.2;2947.4;3512.2;7106.1;4715;1
11;1;2274.7;6430.7;27357.5;2877.4;3507.1;7107.1;4775;0
12;1;1812.8;6238;27050.1;2877.4;3495.8;7106.1;4845;0
13;1;1631.3;6256.2;27015.5;2877.4;3487.2;7104.1;4930;0
14;1;1269.9;6398.7;26737;2621.4;3492.7;7103.1;4930;0
15;1;1177.4;6429.9;26232.3;2497.4;3504.3;7103.1;4785;0
16;1;1123.7;6485.7;25894.3;2650.4;3517.9;7103.1;4785;0
17;1;1308.1;6520.6;25393;3049.9;3502.1;7104.1;4930;0
18;1;2188.3;6603.6;26411.8;4907.8;3575.4;7103.1;4815;0
19;1;2939.5;6584.3;27469.1;5148;3524.9;7104.1;4985;0
20;1;3409.5;6517.4;28276.3;5038;3544.3;7104.1;5100;1
21;1;3142.7;6386.6;27957.6;5053.4;3552;7104.1;5050;1
22;1;1985.7;6083.7;25996.5;5130.5;3542.1;7105.1;5050;0
23;1;1741.9;5868.5;22892.9;3516.3;3508.4;7105.1;4815;0
0;1;1847.4;5027.3;20768.7;2379.6;2982.2;7103.9;4850;0
1;1;1090.6;4766.8;19712.4;2376.1;2958.8;7103.9;4679;0
2;1;807.8;4488.3;18824.2;2197.9;2928.4;7104.9;4511;0
3;1;803.7;4327.7;18118.9;2162.6;3011.6;7104.9;4093;0
4;1;808.5;4184.7;17996.4;2227.6;3005.6;7104.9;4030.9;0
5;1;863.5;4002.3;18456.5;2367.6;3045.2;7104.9;4364.8;0
6;1;1416.2;3928.6;20081.5;3086.1;3223.6;7105.9;4679;0
7;1;2471.7;3900.8;24521.9;5163;3417;7103.9;4909.7;0
8;1;3450.8;3765.2;27236.1;5776.6;3509.5;7104.9;5285;1
9;1;4081.4;3509.9;27817.1;5776.6;3510.9;7105.9;5285;1
10;1;3871.9;3265.1;28021.2;5776.6;3497.7;7104.9;5285.3;1
11;1;2900.6;3484.4;27686.2;5776.6;3505;7104.9;5285;1
12;1;2490.2;3353.4;27523.4;5716.6;3499.6;7104.9;5285.6;1
13;1;2351.6;3273.9;27610.2;5716.6;3489.7;7100.9;5285.6;1
14;1;2162.6;3143.8;26791.5;5666.6;3495.4;7102.9;4989.3;0
15;1;1951.2;2932.5;26020.2;5656.6;3502.2;7101.9;4960.2;0
16;1;2159.8;2760.9;25686.9;5666.6;3502.9;7101.9;5036.5;0
17;1;1782.1;2714.1;25278.8;5696.6;3510.9;7102.9;4960;0
18;1;3147.7;2648.4;26586.5;5776.6;3524.8;7101.9;5285;1
19;1;4505.8;2654.8;27908.3;5832.6;3533;7102.9;5286.1;1
20;1;4677.3;2703.1;28266.4;5832.6;3535.1;7101.9;5285.9;1
21;1;4633.7;2649.9;28133.5;5832.6;3541.3;7102.9;5285.1;1
22;1;3856.2;2671.8;25698.4;4646.6;3535.5;7102.9;5285.1;1
23;1;3268.5;2692.3;22445.8;2509;3413;7102.9;5285;1
0;1;3122.7;2498;20215.8;2125;2969.6;7104.3;4587;1
1;1;2205.1;2582.9;18498.8;2214.8;2910.9;7104.3;4587;1
2;1;1376.4;2867.8;17649;2219.9;2902.8;7106.2;4587;0
3;1;1141.6;3211.2;17553.5;2200;2986.3;7104.3;4356;0
4;1;1133.6;3496.5;17687.3;2154;2961.8;7106.2;4322;0
5;1;1126.1;3797.8;18383.9;2394;2974.4;7105.3;4391;0
6;1;1441.7;4271.2;20313.7;3109.9;3193.7;7106.2;4667;0
7;1;1975.6;4649.3;24589.6;5217;3388.2;7104.3;4757;0
8;1;2716.4;4834.8;26900.4;5887.6;3454.4;7105.3;4827;1
9;1;2925.1;4911.1;27644.6;5887.6;3481.8;7106.2;4912;1
10;1;2525.1;4993.4;27760.3;5887.6;3406.7;7104.3;4912;0
11;1;2078.8;5000;28070.6;5841.8;3396.7;7106.2;4912;0
12;1;1762.4;4802.6;27939.5;5461.6;3408.5;7104.3;4882;0
13;1;1559.6;4878.7;28143.7;5349.9;3393.9;7102.3;4882;0
14;1;1456.2;4978.8;27537.6;4952.3;3401.7;7102.3;4702.4;0
15;1;1421;5045.6;27286.8;4873.8;3443.1;7101.3;4681;0
16;1;1416.7;5243.1;26773.2;4806.2;3447.4;7102.3;4647;0
17;1;1397.3;5440;26070;4925.3;3462.1;7102.3;4681;0
18;1;1820.4;5686.5;26653;5738.5;3487.5;7102.3;4912;0
19;1;2779.4;5663.4;27887;5783.6;3430.6;7103.3;5082;1
20;1;3239.1;5513.9;28480.1;5813.6;3571.8;7101.3;5082;1
21;1;2963.7;5460.7;28139.3;5618.6;3541.6;7103.3;5082;1
22;1;2150.4;5366.3;25964;4687.6;3438.2;7103.3;5082;0
23;1;1448.8;5447.4;22567.9;2682;3518;7103.3;4912;0
0;1;1769.3;4761.9;20093.3;1960.6;3028.2;7101.9;4174;0
1;1;1319.7;4513;18221.4;1674.6;3038.8;7102.9;4173;0
2;1;1154.4;4460;17377.2;1468.6;3077.5;7103.8;4003.1;0
3;1;1151.8;4516.4;16490.7;1318.6;3077.4;7101.9;3313;0
4;1;1151.8;4663;16582.8;1368.6;3091.9;7103.8;3176.2;0
5;1;1151.8;4859.4;17178.4;1553.6;3121.5;7102.9;3227.6;0
6;1;1240.6;5039.7;19566.4;2096.6;3008.1;7103.8;3997;0
7;1;1878.5;5461.1;24264.6;4042.9;3375.6;7102.9;3887;0
8;1;2658;5616.7;26644.6;4823;3526.2;7101.9;3900;0
9;1;3016.7;5741.1;27360.3;4858.6;3536.8;7103.8;3900;0
10;1;2765.1;5829.8;27608;4850.8;3525.1;7102.9;3900;0
11;1;2396.4;5903.7;27782.5;4855;3539.3;7103.8;3900;0
12;1;1779.6;6175;27603.6;4793.1;3543.7;7102.9;3900;0
13;1;1470.3;6730.1;27586.4;4393.6;3547.6;7099.9;3900;0
14;1;1388.5;7393.5;26724.5;2808.3;3470.7;7100.9;4050.2;0
15;1;1224;7837;26131.6;2801.6;3431.4;7100.9;4010;0
16;1;1223;8150.2;25929.1;2685.1;3432;7100.9;3926.5;0
17;1;1230.7;8324.8;25702.1;2685.1;3514.1;7101.9;3974;0
18;1;1530.8;9047.8;26914;2653.5;3606;7099.9;3930.7;0
19;1;1981.6;9691.6;27810.6;2902.6;3619.5;7101.9;3960;0
20;1;2148.7;10304.1;28321.8;2902.6;3617.5;7099.9;4010;0
21;1;1628.6;11080.7;28122.9;2876.6;3631.7;7101.9;4006;0
22;1;1213.6;11458.8;26280.6;1786;3380;7100.9;3915;0
23;1;1126.2;12025;23837.6;1301;3456.6;7101.9;2408;0
0;1;1128.3;11280.3;20055.4;615.7;3376.6;7107;1001;0
1;1;1196.8;11563.6;20335.1;801;3418.9;7107;1001;0
2;1;1157.7;11881.7;20820.5;801;3387;7107;1001;0
3;1;1147.9;12182.4;20719.8;766;3384.7;7107;1001;0
4;1;1147.1;12466.6;20526.2;766;3389.6;7106.1;1001;0
5;1;1132.5;12684.8;21145.2;766;3391.9;7107;1001;0
6;1;1010.1;12834.5;19570.3;801;3453.4;7107;1001;0
7;1;1364.1;12972.4;23613;681;3550.7;7106.1;1151;0
8;1;2123.6;12762.2;25875;1737.2;3659.3;7106.1;981;0
9;1;2380.2;12573.6;26811.5;1816.1;3706.1;7107;981;0
10;1;2067.9;12654.9;27063;1837.2;3675.8;7106.1;981;0
11;1;1675.9;12957;27576.3;1635.6;3667.9;7107;981;0
12;1;1429.5;13392.6;27408.9;1480.1;3588.4;7107;981;0
13;1;1238.5;13739.2;27412.3;1484.7;3579.4;7106.1;981;0
14;1;1155.4;13993.9;26504.3;1456.6;3590.3;7107;981;0
15;1;1145.7;13803.5;25694.5;1389.6;3587.8;7107;916;0
16;1;1142.6;13526.1;25216;1389.6;3586.5;7107;916;0
17;1;1162.4;13206.1;24610.5;1520.7;3583.8;7107;981;0
18;1;1542.2;12702.2;25382.7;1693.2;3667.4;7107;1036;0
19;1;2287.8;12492.5;25996.2;1693.2;3671.9;7107;1101;0
20;1;2681.3;12266.7;26291.8;1645.6;3696;7107;1151;0
21;1;2413.3;12133.1;26007.8;1661;3706.3;7106.1;1101;0
22;1;1432.9;12021.9;24110.4;1420;3553;7107;1151;0
23;1;1253.9;11936.3;21357.9;976.6;3528.4;7106.1;866;0
0;1;1102.9;10797.4;20126.3;484;3380;7103.9;1038;0
1;1;1210.9;10656.2;19446.4;514;3350.9;7105.8;887;0
2;1;1306.4;10500;19494.3;544;3326.4;7104.9;886;0
3;1;1242.7;10222.6;19295.6;524;3322.1;7104.9;886;0
4;1;1091.9;10039.1;19203;514;3330.2;7103.9;886;0
5;1;1088.8;9915.3;19043.4;514;3324.6;7103.9;886;0
6;1;1094.7;9748.5;18892.2;507.7;3304.7;7104.9;886;0
7;1;995.2;9553.8;18364.2;484;3306.8;7105.8;951;0
8;1;1111.1;9278.7;19193.9;1020;3282.5;7103.9;951;0
9;1;1437.8;9483;21635.8;957.6;3343.2;7105.8;1101;0
10;1;1858.4;9392.6;23118.4;1110.4;3401;7105.8;931;0
11;1;1708.3;9354.7;23467.9;1095;3388.2;7102.9;981;0
12;1;1430;9615;23600.7;1019.5;3301.7;7104.8;981;0
13;1;1207.5;9690.7;23710.5;1064.2;3304.9;7103.9;981;0
14;1;1174.2;9611.8;23411.5;1018;3260.6;7102.9;916;0
15;1;1107.4;8983.9;22035.9;1018;3177.1;7103.9;831;0
16;1;1105.3;8771.9;21363;1018;3170.6;7101.9;831;0
17;1;1227.7;8824.3;20926.6;1064.2;3257.7;7102.9;866;0
18;1;1886;8722.1;21982.8;1161.7;3363.9;7102.9;931;0
19;1;3749.9;8467;23239.1;1580.2;3373.9;7102.9;931;1
20;1;4269.4;8223.9;23736.7;1564.8;3377.7;7104.8;981;1
21;1;4380.8;7959.7;23749.9;1556.2;3376.8;7103.9;981;1
22;1;3984.6;7277.9;22513.2;1457;3355.3;7103.9;981;1
23;1;2947.5;6918.8;20156.6;1457;3346.6;7104.8;981;0
0;1;1570.4;7020.1;17465.2;819;3116.5;7099.6;888;0
1;1;1297.2;6752.5;16332.2;819;3116.5;7100.6;887;0
2;1;1023.6;6745;16029.9;819;3091.1;7099.6;886;0
3;1;984.3;7067.6;16164.5;1158.8;3234.6;7099.6;886;0
4;1;944.3;7172.4;16296.4;1230.8;3253.8;7099.6;886;0
5;1;933.2;7154.5;16209;1230.8;3250.3;7098.6;886;0
6;1;942.8;7044.1;16042.9;1261.6;3247.5;7099.6;886;0
7;1;992.8;7364.6;16229.9;1259.5;3260;7101.5;886;0
8;1;1077.5;7526.4;16524.1;896;3242.8;7099.6;886;0
9;1;1140.8;7828.6;17957.6;682.8;3251;7099.6;886;0
10;1;1263.3;7850.7;20131.9;729;3278.1;7101.5;1001;0
11;1;1285.9;7665.9;20742.9;729;3270.8;7098.6;1001;0
12;1;1227.3;7575.1;20796.6;729;3262.6;7099.6;1001;0
13;1;1264.6;7677.5;20851.1;729;3254.5;7098.6;1001;0
14;1;1243.9;7838.2;21068.3;775.2;3246.4;7100.5;1001;0
15;1;1141.3;7832.3;19861.9;667.4;3211.6;7099.6;1001;0
16;1;1222;7774.8;18998.2;682.8;3215.5;7098.6;951;0
17;1;1273.7;7693.3;18966.7;652;3175.7;7098.6;1001;0
18;1;1710.1;8050.5;20325.2;759.8;3253.2;7098.6;1001;0
19;1;3131;7952.2;22531.1;865.7;3361.2;7098.6;821;1
20;1;4573.1;7672.4;23761.7;871.4;3366.4;7100.5;821;1
21;1;4854.4;7434.8;23752;937.3;3374.3;7099.6;821;1
22;1;4566.8;7061.6;22225.7;652;3368.9;7099.6;821;1
23;1;2295.7;6747.7;19356.8;652;3365.5;7099.6;821;0
0;1;1223.2;6067.3;18225.5;1287;2986.9;7104.8;1617;0
1;1;869.9;5603.3;16604.5;1165;3056;7105.8;1419.4;0
2;1;822.8;5144.6;15901.7;1164;2912.9;7105.8;1308.7;0
3;1;807.3;4922.3;15524.4;1164;2864.4;7104.8;1163.9;0
4;1;803.7;4556.9;15541.4;1179;2918.4;7104.8;1507;0
5;1;804.5;4291.4;16009.1;1266;2872.7;7104.8;2078;0
6;1;1222.2;4172;18839.3;1658;3042.5;7105.8;3168;0
7;1;2616.9;4143.5;23821.2;3396;3386.8;7106.8;3918;0
8;1;2719.4;3899.9;26693.4;5445;3536.4;7104.8;4715;0
9;1;3119.7;3995.3;27586.1;5431.6;3541.9;7105.8;5060;0
10;1;3193.4;3800.2;27898.2;5427.8;3534.1;7106.8;5060;0
11;1;2437.5;3677.6;27655.3;5323;3484.7;7103.8;4977;0
12;1;1817.4;3557;27213.4;5303;3449;7105.8;4921.2;0
13;1;1763.4;3716.4;27245.9;5243;3409.3;7103.8;4826.6;0
14;1;1655.6;3817.4;26713.7;5001.3;3460.6;7105.8;4532;0
15;1;1612.1;3966.9;25856.1;4341.4;3459.4;7104.8;4572;0
16;1;1601.3;4049.8;25460.7;4300.8;3467.4;7103.8;4572;0
17;1;1681.1;4447.1;25153.6;4643.7;3473.9;7103.8;4572;0
18;1;2714.7;4670.3;26303.4;5333;3533.8;7103.8;5017;0
19;1;3973.5;5238.2;27634.3;5445;3564.4;7104.8;5060;1
20;1;4151.2;5551.1;28622.6;5445;3557.7;7104.8;5060;1
21;1;3718.6;5820;28353.3;5435;3538;7104.8;5060;0
22;1;2253.1;5835.4;26128;4782.5;3397.4;7105.8;4572;0
23;1;1471;5873.6;22907.5;2421.6;3314.6;7104.8;4572;0
0;1;1182.2;5460.9;20097.2;1295;3238.4;7106.8;4372.9;0
1;1;1076.4;5279.5;18453.5;1293;3223.4;7108.8;3447;0
2;1;1094.5;5182.3;17520.9;1257;3264.6;7106.8;3469;0
3;1;1066.5;4955.6;16892.8;1107;3214.6;7107.8;3299;0
4;1;1070.7;4791.2;16767.3;1107;3204.3;7108.8;3299;0
5;1;1064;4581.8;17187.7;1197;3106.6;7107.8;3271;0
6;1;1219.5;4428.1;19761.3;1936;3015.3;7107.8;4255.4;0
7;1;1973.2;4556.5;24127.5;3554;3269.3;7109.7;5127.6;0
8;1;2171.7;4460.6;26840.6;5282;3384.7;7109.8;5282;0
9;1;2590.5;4291.2;27663.9;5272;3397.4;7109.8;5355;0
10;1;2602.7;4136.5;28014.3;5272;3390.5;7110.8;5355;0
11;1;2347.1;3995.8;27969.6;5242;3366.3;7109.8;5355;0
12;1;2147.3;3883.4;27517.9;5222;3322.5;7109.8;5355;0
13;1;2028;3829.1;27346.1;5242;3313.2;7108.8;5355;0
14;1;1903.9;3782;26660.7;5202;3283.8;7108.8;5355;0
15;1;1633.4;3771.9;26098.7;5157;3316.7;7108.8;5355;0
16;1;1587.1;3950.5;25730.4;5202;3307.7;7107.8;5323.3;0
17;1;1937.4;3981.7;25140.5;5202;3358;7108.8;5355;0
18;1;3097;4304;25996.3;5272;3469.5;7107.8;5385;0
19;1;3927.1;4703.4;27410.9;5314.9;3477.4;7108.8;5548.9;1
20;1;4289.8;4846.8;28320;5335.5;3507.6;7109.8;5545.5;1
21;1;3850.1;4905.1;27936.2;5282;3525.3;7109.8;5385;1
22;1;2037.2;5044.1;25879.8;4894;3501.4;7109.8;5355;0
23;1;1480.1;4944.8;22217.2;3161;3390.9;7109.8;4914.7;0
0;1;1924.2;4032.9;20243.6;1657;3330.8;7106.1;5315;0
1;1;1149.7;3923.8;18947.5;1507;3336;7107.1;5100.6;0
2;1;1058.1;3795.7;17933.9;1467;3332.8;7107.1;4543;0
3;1;961.5;3672.8;17301.6;1467;3236.8;7107.1;4279;0
4;1;960.5;3586.8;17177.4;1467;3245.8;7107.1;4230.9;0
5;1;979.5;3603.1;17581.3;1602;3227.4;7108.1;4506.5;0
6;1;1296;3691.1;19578.7;2280;3366.5;7107.1;4866.8;0
7;1;1969.1;3787.3;24719.6;5228;3453;7108.1;5471;0
8;1;2683.6;3687.2;27522.8;5998;3510.4;7109.1;5537;0
9;1;3420.8;3610.3;28010.1;6008;3507.3;7110.1;5537;0
10;1;3564.3;3409.1;28109.6;6008;3512.4;7110.1;5537;0
11;1;3194;3278.8;28101.8;6007.3;3504;7108.1;5480.7;0
12;1;2697.2;3098.4;27975.1;6007.3;3492.3;7109.1;5480.7;0
13;1;2636.5;3157.9;27881.9;5180.7;3515.7;7108.1;5537;0
14;1;1960.7;3246.6;27283.5;5170;3507.7;7107.1;5480.7;0
15;1;1852.8;3223.3;26896.3;5170;3530.5;7108.1;5480.7;0
16;1;1715.4;3483.9;26380.7;5160;3529.5;7106.1;5480.7;0
